Brez besed... . . . . . . . Bi napisal   pa je samoumevno. Bi napisal da je bilo NORO pa se tudi že ve. Bi začel pisati osebnostne presežnike o kranjecrobert pa nam je vsem to… share&igshid=178qogk7a65w …
Če boš vseeno ležala ali spala na soncu ne pozabi na sončno kremo. Zadnjič sem jo pozabil v  in se 26. marca že luščim po celem obrazu.
Pol stoletja poletov v -stoletja-poletov-v-planici/ …
 2019: Od začetkov bratov Gorišek do zadnjega skoka Roberta Kranjca -stoletja-poletov-v-planici/ …
Taktične priprave na  Kmalu na snidenje  
Letošnja Planica mi je nudila obilo športnih užitkov.
regram: matevzpetrovic Ogled poletov v Planici z malce drugačne perspektive. Ciprnik (1745 m.n.v.) _bg/share&igshid=mwirsyxj7712 …
Foto utrinki s sklepnega dejanja -srediscu/planica2019 …
Dolina pod poncami se je umirila delavci so v grobem že pospravili goriškova letalnica pa počasi tone v sen. Zbudimo pa jo spet naslednje leto
 teli majstri pa so govorili! Hvala vam speakerji     .
Kakšna pa je kaj pristajalna hitrost letalcev?
 čestitamo za izvedbo še enega vrhunskega dogdoka! Čestitke pa tudi      ... …
 v tekmovanju  najboljši 3.!!  pa ne daleč zadaj 5. mesto!.  Braaavooooo! :
Najboljše restavracije vedno skrivajo recepte s katerimi osrečujejo stranke. Podobno je z najboljšim smučarskim skakalcem na svetu.  je na vprašanje zakaj je tako dober odgovoril: Ne povem!    
Najboljša v zadnjih dveh zimah in do zdaj najdaljša v
Čudovit dan v Planici! Rekordni polet stopničke odlično vzdušje 50 jubilej letalnice... Utrip Planice lahko v okviru aktivnosti  začutite v vseh letnih časih. Tudi z
Feniksi hvala.  za vrhunska poleta v finalu sezone v  in osvojitev srebra. Bravo vsi slovenski
Za konec sezone rekord Planice in 2. mesto Domna Prevca -srediscu/planica2019 …
Danes je vse v znamenju sonca. Junak dežele vzhajajočega sonca Ryoyu Kobayashi na sončni strani Alp uživa v podpori rojakov ki so danes poslušali japonsko himno kar trikrat! Kobajaši je v Planici pisal zgodovino!    sfoyWDjxWn
.  po zmagi v Vikersundu še 2. v   
OFICJALNIE! Michal Doležal trenerem reprezentacji Polski!
   čestitke za 2. mesto! …
Čestitke  za  odličen polet  super ste!!!  Se že veselimo svetovnega prvenstva v poletih drugo leto v
Iskrene čestitke  za odlična poleta v finalu sezone v  in osvojitev 2. mesta Bravo tudi vsi ostali slovenski
Odličen drugi v  Timi Zajc 4
Doležal trenerem
Danes znamenit refren Planica snežena kraljica poklon vsem letalcem ki poletijo vsaj 230 m odmeva kar v živo. Ansambel Saša Avsenika je tako počastil 234 m dolg polet Poljaka Kubackija. Poljski navijači uživajo sto na uro!    
Pravljica. Skoraj poletna pravljica. Modro nebo brez oblačka Planica z novim rekorderjem odlični slovenski orli vesela volja med 14.300 gledalci! Čista zmaga čista nedeljska desetka!    
Planica Planica snežna kraljica Planica Planica snežna kraljica. Le kdo je ne pozna lepoto iz snega Dzięki JOJU
Da je v Planici tako barvito so zaslužne tudi stojnice polne navijaških rekvizitov spominkov in drugih dobrin. Največja vrsta je za sladoled in sladko peno. Logično saj je danes na tekmi ogromno otrok. Dober tek!    
Samo dva metra sta ločila Waltherja Hoferja od izgube norveškega sponzorja.
Vau  ki je postavil nov rekord v  252m sBR3eNJsj
Kot pravimo pri  VSE BO VREDU! Tudi  ve to!
Osebni rekord slovenskega orla Anžeta Semeniča! Izjemen polet dolg kar 241 metrov je obnorel navijače! Preverite! Nova čarovnija Planice.
Danes planiška himna kar v živo
Znova odlično vzdušje v
Dviga Slovenija zastave! Nora kulisa ki jo lahko pričara le Planica!    
Gledalci v dolini pod Poncami spremljajo spektakel v smučarskih poletih z različnih mest iz katerih se ponujajo očarljivi pogledi na letalnico.
Vceraj zadnji iz izteka  Vzel čas za vsakega navijača posebej. POKLON!
Pripravljeni! We are ready!    
Vse je pripravljeno za nov planiški spektakel. Takšno je bilo navdušenje občinstva po predvajani slovenski himni. Začetek ob 10. uri.     
